"1","1"
"2","1"
"3","2"
"4","3"
"5","4"
"6","5"
"7","6"
"8","7"
"9","8"
"10","9"
"11","10"
"12","11"
"13","12"
"14","8"
"15","13"
"16","14"
"17","15"
"18","16"
"19","17"
"20","11"
"21","18"
"22","19"
"23","20"
"24","21"
"25","22"
"26","12"
"27","23"
"28","24"
"29","10"
"30","2"
"31","25"
"32","26"
"33","27"
"34","11"
"35","28"
"36","29"
"37","24"
"38","30"
"39","31"
"40","12"
"41","16"
"42","32"
"43","33"
"44","34"
"45","16"
"46","35"
"47","36"
"48","17"
"49","37"
"50","21"
"51","38"
"52","39"
"53","40"
"54","21"
"55","17"
"56","16"
"57","41"
"58","42"
"59","32"
"60","43"
"61","44"
"62","45"
"63","46"
"64","47"
"65","6"
"66","48"
"67","49"
"68","4"
"69","17"
"70","50"
"71","21"
"72","25"
"73","30"
"74","7"
"75","11"
"76","51"
"77","52"
"78","53"
"79","54"
"80","55"
"81","56"
"82","57"
"83","31"
"84","58"
"85","59"
"86","60"
"87","61"
"88","62"
"89","63"
"90","11"
"91","18"
"92","64"
"93","40"
"94","65"
"95","66"
"96","22"
"97","58"
"98","10"
"99","17"
"100","67"
"101","68"
"102","12"
"103","69"
"104","66"
"105","70"
"106","15"
"107","71"
"108","72"
"109","73"
"110","74"
"111","18"
"112","75"
"113","76"
"114","77"
"115","7"
"116","78"
"117","79"
"118","80"
"119","16"
"120","81"
"121","82"
"122","83"
"123","84"
"124","85"
"125","23"
"126","86"
"127","45"
"128","87"
"129","39"
"130","3"
"131","88"
"132","89"
"133","16"
"134","21"
"135","90"
"136","40"
"137","91"
"138","92"
"139","11"
"140","93"
"141","94"
"142","95"
"143","96"
"144","34"
"145","2"
"146","7"
"147","16"
"148","15"
"149","97"
"150","98"
"151","39"
"152","12"
"153","75"
"154","99"
"155","30"
"156","40"
"157","100"
"158","101"
"159","102"
"160","57"
"161","10"
"162","103"
"163","12"
"164","104"
"165","7"
"166","105"
"167","106"
"168","37"
"169","93"
"170","40"
"171","20"
"172","107"
"173","108"
"174","109"
"175","1"
"176","7"
"177","110"
"178","111"
"179","112"
"180","26"
"181","75"
"182","30"
"183","113"
"184","85"
"185","114"
"186","67"
"187","115"
"188","116"
"189","117"
"190","118"
"191","20"
"192","119"
"193","93"
"194","120"
"195","93"
"196","121"
"197","122"
"198","56"
"199","10"
"200","10"
"201","123"
"202","42"
"203","41"
"204","7"
"205","124"
"206","11"
"207","125"
"208","37"
"209","126"
"210","127"
"211","128"
"212","129"
"213","30"
"214","130"
"215","11"
"216","131"
"217","66"
"218","132"
"219","125"
"220","133"
"221","40"
"222","134"
"223","135"
"224","21"
"225","27"
"226","136"
"227","137"
"228","72"
"229","17"
"230","10"
"231","138"
"232","109"
"233","17"
"234","112"
"235","139"
"236","4"
"237","140"
"238","141"
"239","41"
"240","142"
"241","143"
"242","144"
"243","10"
"244","16"
"245","145"
"246","146"
"247","147"
"248","103"
"249","148"
"250","149"
"251","150"
"252","151"
"253","152"
"254","153"
"255","9"
"256","154"
"257","155"
"258","31"
"259","156"
"260","157"
"261","158"
"262","9"
"263","152"
"264","159"
"265","52"
"266","3"
"267","19"
"268","160"
"269","112"
"270","161"
"271","162"
"272","163"
"273","164"
"274","165"
"275","166"
"276","93"
"277","167"
"278","168"
"279","8"
"280","169"
"281","170"
"282","152"
"283","171"
"284","172"
"285","24"
"286","173"
"287","128"
"288","10"
"289","174"
"290","81"
"291","175"
"292","176"
"293","177"
"294","178"
"295","179"
"296","180"
"297","152"
"298","181"
"299","24"
"300","182"
"301","75"
"302","183"
"303","184"
"304","10"
"305","14"
"306","185"
"307","157"
"308","8"
"309","186"
"310","83"
"311","187"
"312","101"
"313","148"
"314","12"
"315","25"
"316","121"
"317","62"
"318","45"
"319","116"
"320","125"
"321","83"
"322","58"
"323","15"
"324","26"
"325","188"
"326","189"
"327","190"
"328","191"
"329","12"
"330","192"
"331","193"
"332","103"
"333","194"
"334","195"
"335","196"
"336","197"
"337","99"
"338","198"
"339","152"
"340","95"
"341","168"
"342","199"
"343","200"
"344","201"
"345","202"
"346","192"
"347","51"
"348","122"
"349","37"
"350","203"
"351","147"
"352","204"
"353","205"
"354","206"
"355","31"
"356","207"
"357","79"
"358","208"
"359","54"
"360","12"
"361","209"
"362","210"
"363","100"
"364","211"
"365","147"
"366","212"
"367","205"
"368","65"
"369","7"
"370","17"
"371","213"
"372","98"
"373","24"
"374","214"
"375","215"
"376","216"
"377","68"
"378","217"
"379","218"
"380","219"
"381","220"
"382","221"
"383","10"
"384","5"
"385","222"
"386","223"
"387","19"
"388","208"
"389","77"
"390","224"
"391","74"
"392","225"
"393","3"
"394","18"
"395","226"
"396","227"
"397","228"
"398","229"
"399","7"
"400","52"
"401","40"
"402","230"
