"540","Cedric Nicolas-Troyan"
"1123","Céline Sciamma"
"4333","César Benítez"
"3547","Cess Silvera"
"1371","Ceyda Torun"
"970","Cezary Pazura"
"4172","Chad Hodge"
"500","Chad Stahelski"
"329","Chan-wook Park"
"1597","Chang-dong Lee"
"3797","Chanya Button"
"3623","Charles B. Griffith"
"965","Charles Binamé"
"5370","Charles Bishop"
"1729","Charles Dance"
"1166","Charles Ferguson"
"748","Charles Guard"
"4246","Charles H. Eglee"
"969","Charles Herman-Wurmfeld"
"3102","Charles Jarrott"
"3835","Charles Kinnane"
"2642","Charles Laughton"
"2173","Charles Martin Smith"
"3621","Charles S. Dutton"
"1410","Charles Shyer"
"3080","Charles Stone III"
"2568","Charles Sturridge"
"2040","Charles Vidor"
"4006","Charles Walters"
"2920","Charlie Bean"
"4049","Charlie Brooker"
"1327","Charlie Chaplin"
"5194","Charlie Day"
"4821","Charlie Grandy"
"4658","Charlie Higson"
"917","Charlie Kaufman"
"1491","Charlie McDowell"
"4737","Charlotte Jones"
"1898","Chazz Palminteri"
"4153","Cheo Hodari Coker"
"2986","Cheryl Hines"
"1997","Chia-Liang Liu"
"2334","Chloé Zhao"
"1173","Chris Addison"
"4965","Chris Brancato"
"3647","Chris Brinker"
"155","Chris Buck"
"1565","Chris Butler"
"1683","Chris Carter"
"4585","Chris Chibnall"
"66","Chris Columbus"
"923","Chris Evans"
"4720","Chris Fedak"
"4600","Chris Gerolmo"
"4925","Chris Gifford"
"2614","Chris Gorak"
"5241","Chris Haddock"
"4921","Chris Harris"
"2598","Chris Kentis"
"3106","Chris Koch"
"4586","Chris Lang"
"3927","Chris Lavis"
"4988","Chris Lilley"
"1738","Chris Lofing"
"2847","Chris Marker"
"3323","Chris McCoy"
"1118","Chris McKay"
"287","Chris Miller"
"4614","Chris Morgan"
"2826","Chris Moukarbel"
"4555","Chris Mundy"
"1647","Chris Nahon"
"5183","Chris Nee"
"1606","Chris Nelson"
"1671","Chris Noonan"
"3495","Chris Peckover"
"5124","Chris Peterson"
"5229","Chris Prynoski"
"454","Chris Renaud"
"3684","Chris Rock"
"745","Chris Sanders"
"2322","Chris Sivertson"
"2293","Chris Smith"
"2102","Chris Sparling"
"2896","Chris Stokes"
"4476","Chris Thompson"
"5140","Chris Van Dusen"
"3544","Chris Walas"
"44","Chris Wedge"
"87","Chris Weitz"
"885","Chris Williams"
"676","Christian Alvart"
"3190","Christian Cantamessa"
"2490","Christian Carion"
"3796","Christian De Vita"
"226","Christian Ditter"
"2453","Christian Duguay"
"1282","Christian E. Christiansen"
"2002","Christian Frei"
"1527","Christian Gudegast"
"991","Christian Molina"
"2205","Christian Petzold"
"1119","Christian Rivers"
"4295","Christian Taylor"
"4584","Christian Torpe"
"3298","Christian Vincent"
"3018","Christian Volckman"
"2397","Christine Jeffs"
"1763","Christoffer Boe"
"1892","Christoph Rurka"
"219","Christophe Barratier"
"262","Christophe Gans"
"1967","Christophe Honoré"
"4636","Christopher Ballinger"
"2337","Christopher Cain"
"4224","Christopher Canaan"
"4252","Christopher Cantwell"
"3567","Christopher Hampton"
"4301","Christopher Keyser"
"985","Christopher Kezelos"
"5296","Christopher Knopf"
"894","Christopher Landon"
"4692","Christopher Lee"
"3751","Christopher Louie"
"4176","Christopher Markus"
"699","Christopher McQuarrie"
"3026","Christopher Menaul"
"1228","Christopher Miller"
"3222","Christopher Monger"
"1895","Christopher Morris"
"4268","Christopher Murphey"
"4001","Christopher Neil"
"16","Christopher Nolan"
"4152","Christopher Silber"
"1230","Christopher Smith"
"2393","Christopher Spencer"
"5109","Christopher Titus"
"4830","Christopher Vane"
"5052","Christy Hui"
"3394","Chuan Lu"
"5094","Chuck Austen"
"2085","Chuck Konzelman"
"4050","Chuck Lorre"
"4601","Chuck MacLean"
"5133","Chuck Rose"
"124","Chuck Russell"
"2885","Chuck Workman"
"903","Ciaran Foy"
"3262","Cindy Chupack"
"1456","Ciro Guerra"
"2274","Claire Denis"
"5344","Claire Downes"
"3739","Claire McCarthy"
"1543","Claire Scanlon"
"1611","Clare Kilner"
"2494","Clark Gregg"
"1171","Clark Johnson"
"1473","Claude Barras"
"2112","Claude Berri"
"2753","Claude Lanzmann"
"2345","Claude Lelouch"
"1744","Claude Nuridsany"
"3213","Claude Sautet"
"734","Claude Zidi"
"5253","Claudia Karvan"
"1959","Claudia Llosa"
"4688","Claudia Lonow"
"5207","Claudio Biern Boyd"
"2171","Claudio Fäh"
"3846","Claudio Giovannesi"
"1226","Clay Kaytis"
"4647","Clay Tweel"
"2378","Clement Virgo"
"4622","Clifton Campbell"
"30","Clint Eastwood"
"1435","Clive Barker"
"3941","Clive Donner"
"1110","Clyde Geronimi"
"4685","Clyde Phillips"
"1673","Cody Cameron"
"4998","Cody Heller"
"4436","Colette Burson"
"3659","Colin Minihan"
"1639","Colin Strause"
"4772","Colin Teevan"
"330","Colin Trevorrow"
"2165","Colm McCarthy"
"413","Conrad Vernon"
"4125","Constance M. Burge"
"134","Corey Yuen"
"782","Corin Hardy"
"4506","Corinne Brinkerhoff"
"4924","Corinne Kingsbury"
"4856","Corinne Marrinan"
"4706","Corinne Marshall"
"4471","Cormac Wibberley"
"799","Cory Edwards"
"3016","Cory Finley"
"2866","Costa-Gavras"
"3613","Courteney Cox"
"4305","Courtney A. Kemp"
"2870","Courtney Hunt"
"1690","Courtney Solomon"
"5189","Craig Bartlett"
"1771","Craig Brewer"
"4976","Craig Gerber"
"449","Craig Gillespie"
"2744","Craig Johnson"
"1467","Craig Mazin"
"4257","Craig McCracken"
"2513","Craig Moss"
"4527","Craig Pearce"
"4311","Craig Pryce"
"3884","Craig R. Baxley"
"2645","Craig Rosenberg"
"4192","Craig Silverstein"
"4150","Craig Sweeny"
"4923","Craig Turk"
"4539","Craig Wright"
"2039","Craig Zisk"
"2192","Craig Zobel"
"4734","Cris Cole"
"5213","Cristela Alonzo"
"1029","Cristi Puiu"
"718","Cristian Mungiu"
"5193","Crystal Chappell"
"1297","Curt Morgan"
"245","Curtis Hanson"
"4986","Cynthia Cidre"
"4524","Cynthia Mort"
"4687","Cynthia Saunders"
"1974","Cyprian T. Olencki"
"4761","Cyrill Boss"
"1717","Cyrus Nowrasteh"
"4710","Cyrus Voris"
"1421","Czesław Petelski"
"420","D.J. Caruso"
"4757","D.J. Nash"
"2998","D.W. Griffith"
"4415","Daegan Fryklind"
"3592","Dagen Merrill"
"1311","Dagur Kári"
"4432","Dahvi Waller"
"3163","Daisuke Nishio"
"4197","Daisy Goodwin"
